Ruta,Territorio,Subdireccion,Zona,Sucursal,Marca,Base,Unidad de Negocio,País,Region,Sucursal Original,Nomenclatura
CANCUN-LL-R1,Sur,Peninsula,Valladolid,Cancun Presico LL-P,Presico,La Lupita,Présico,México,México,Cancun Presico,LL
CANCUN-LL-R2,Sur,Peninsula,Valladolid,Cancun Presico LL-P,Presico,La Lupita,Présico,México,México,Cancun Presico,LL
CANCUN-P-R1,Sur,Peninsula,Valladolid,Cancun Presico LL-P,Presico,Presico MX,Présico,México,México,Cancun Presico,P
TIZIMIN-P-R1,Sur,Peninsula,Valladolid,Tizimin Presico,Presico,Presico MX,Présico,México,México,Tizimin Presico,P
TIZIMIN-P-R2,Sur,Peninsula,Valladolid,Tizimin Presico,Presico,Presico MX,Présico,México,México,Tizimin Presico,P
TIZIMIN-P-R3,Sur,Peninsula,Valladolid,Tizimin Presico,Presico,Presico MX,Présico,México,México,Tizimin Presico,P
VALLADOLID-C-R1,Sur,Peninsula,Valladolid,Valladolid La Casita C-LL,La Casita,La Casita,Présico,México,México,Valladolid La Casita,C
VALLADOLID-C-R2,Sur,Peninsula,Valladolid,Valladolid La Casita C-LL,La Casita,La Casita,Présico,México,México,Valladolid La Casita,C
VALLADOLID-C-R3,Sur,Peninsula,Valladolid,Valladolid La Casita C-LL,La Casita,La Casita,Présico,México,México,Valladolid La Casita,C
VALLADOLID-LL-R1,Sur,Peninsula,Valladolid,Valladolid La Casita C-LL,La Casita,La Lupita,Présico,México,México,Valladolid La Casita,LL
VALLADOLID-LL-R2,Sur,Peninsula,Valladolid,Valladolid La Casita C-LL,La Casita,La Lupita,Présico,México,México,Valladolid La Casita,LL
VALLADOLID-M-R1,Sur,Peninsula,Valladolid,Valladolid La Moderna,La Moderna,La Moderna,Présico,México,México,Valladolid La Moderna,M
VALLADOLID-M-R2,Sur,Peninsula,Valladolid,Valladolid La Moderna,La Moderna,La Moderna,Présico,México,México,Valladolid La Moderna,M
VALLADOLID-M-R3,Sur,Peninsula,Valladolid,Valladolid La Moderna,La Moderna,La Moderna,Présico,México,México,Valladolid La Moderna,M
VALLADOLID-P-R1,Sur,Peninsula,Valladolid,Valladolid Presico,Presico,Presico MX,Présico,México,México,Valladolid Presico,P
VALLADOLID-P-R2,Sur,Peninsula,Valladolid,Valladolid Presico,Presico,Presico MX,Présico,México,México,Valladolid Presico,P
VALLADOLID-P-R3,Sur,Peninsula,Valladolid,Valladolid Presico,Presico,Presico MX,Présico,México,México,Valladolid Presico,P
COMITAN-LG-R1,Sur,Sur,Comitan,Comitan La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Comitan La Moderna,LG
COMITAN-LG-R2,Sur,Sur,Comitan,Comitan La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Comitan La Moderna,LG
COMITAN-M-R1,Sur,Sur,Comitan,Comitan La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Comitan La Moderna,M
COMITAN-M-R2,Sur,Sur,Comitan,Comitan La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Comitan La Moderna,M
COMITAN-M-R3,Sur,Sur,Comitan,Comitan La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Comitan La Moderna,M
COMITAN-C-R1,Sur,Sur,Comitan,Comitan Presico C-P-PU,Presico,La Casita,Présico,México,México,Comitan Presico,C
COMITAN-C-R2,Sur,Sur,Comitan,Comitan Presico C-P-PU,Presico,La Casita,Présico,México,México,Comitan Presico,C
COMITAN-P-R2,Sur,Sur,Comitan,Comitan Presico C-P-PU,Presico,Presico MX,Présico,México,México,Comitan Presico,P
COMITAN-PU-R1,Sur,Sur,Comitan,Comitan Presico C-P-PU,Presico,Prestamos Unidos,Présico,México,México,Comitan Presico,PU
OCOSINGO-P-R1,Sur,Sur,San Cristobal,Ocosingo Presico,Presico,Presico MX,Présico,México,México,Ocosingo Presico,P
OCOSINGO-P-R2,Sur,Sur,San Cristobal,Ocosingo Presico,Presico,Presico MX,Présico,México,México,Ocosingo Presico,P
SAN CRISTOBAL DLC-LL-R1,Sur,Sur,San Cristobal,San Cristobal De Las Casas La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,San Cristobal De Las Casas La Moderna,LL
SAN CRISTOBAL DLC-M-R1,Sur,Sur,San Cristobal,San Cristobal De Las Casas La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,San Cristobal De Las Casas La Moderna,M
SAN CRISTOBAL DLC-C-R1,Sur,Sur,San Cristobal,San Cristobal De Las Casas Presico C-P,Presico,La Casita,Présico,México,México,San Cristobal De Las Casas Presico,C
SAN CRISTOBAL DLC-C-R2,Sur,Sur,San Cristobal,San Cristobal De Las Casas Presico C-P,Presico,La Casita,Présico,México,México,San Cristobal De Las Casas Presico,C
SAN CRISTOBAL DLC-P-R3,Sur,Sur,San Cristobal,San Cristobal De Las Casas Presico C-P,Presico,Presico MX,Présico,México,México,San Cristobal De Las Casas Presico,P
SAN CRISTOBAL DLC-P-R4,Sur,Sur,San Cristobal,San Cristobal De Las Casas Presico C-P,Presico,Presico MX,Présico,México,México,San Cristobal De Las Casas Presico,P
ACATLAN-LL-R1,Sur,Sur,Huajuapan,Huajuapan Presico C-LL-M-P,Presico,La Lupita,Présico,México,México,Huajuapan Presico,LL
HUAJUAPAN-C-R1,Sur,Sur,Huajuapan,Huajuapan Presico C-LL-M-P,Presico,La Casita,Présico,México,México,Huajuapan Presico,C
HUAJUAPAN-M-R1,Sur,Sur,Huajuapan,Huajuapan Presico C-LL-M-P,Presico,La Moderna,Présico,México,México,Huajuapan Presico,M
HUAJUAPAN-P-R1,Sur,Sur,Huajuapan,Huajuapan Presico C-LL-M-P,Presico,Presico MX,Présico,México,México,Huajuapan Presico,P
TEHUACAN-M-R3,Sur,Sur,Huajuapan,Tehuacan La Moderna,La Moderna,La Moderna,Présico,México,México,Tehuacan La Moderna,M
TEHUACAN-M-R4,Sur,Sur,Huajuapan,Tehuacan La Moderna,La Moderna,La Moderna,Présico,México,México,Tehuacan La Moderna,M
TEHUACAN-LG-R1,Sur,Sur,Huajuapan,Tehuacan Presico LG-P,Presico,La Guerita,Présico,México,México,Tehuacan Presico,LG
TEHUACAN-P-R1,Sur,Sur,Huajuapan,Tehuacan Presico LG-P,Presico,Presico MX,Présico,México,México,Tehuacan Presico,P
TEHUACAN-P-R2,Sur,Sur,Huajuapan,Tehuacan Presico LG-P,Presico,Presico MX,Présico,México,México,Tehuacan Presico,P
TEHUACAN-PU-R1,Sur,Sur,Huajuapan,Tehuacan PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Tehuacan PU,PU
TEHUACAN-PU-R4,Sur,Sur,Huajuapan,Tehuacan PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Tehuacan PU,PU
NOCHIXTLAN-LL-R1,Sur,Sur,Oaxaca,Nochixtlan La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Nochixtlan La Moderna,LL
NOCHIXTLAN-M-R2,Sur,Sur,Oaxaca,Nochixtlan La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Nochixtlan La Moderna,M
OAXACA-C-R3,Sur,Sur,Oaxaca,Oaxaca La Moderna C-M,La Moderna,La Casita,Présico,México,México,Oaxaca La Moderna,C
OAXACA-C-R4,Sur,Sur,Oaxaca,Oaxaca La Moderna C-M,La Moderna,La Casita,Présico,México,México,Oaxaca La Moderna,C
OAXACA-M-R2,Sur,Sur,Oaxaca,Oaxaca La Moderna C-M,La Moderna,La Moderna,Présico,México,México,Oaxaca La Moderna,M
OAXACA-M-R3,Sur,Sur,Oaxaca,Oaxaca La Moderna C-M,La Moderna,La Moderna,Présico,México,México,Oaxaca La Moderna,M
MIAHUATLAN-M-R1,Sur,Sur,Oaxaca,Oaxaca Presico LL-M-P,Presico,La Moderna,Présico,México,México,Oaxaca Presico,M
OAXACA-LL-R1,Sur,Sur,Oaxaca,Oaxaca Presico LL-M-P,Presico,La Lupita,Présico,México,México,Oaxaca Presico,LL
OAXACA-P-R1,Sur,Sur,Oaxaca,Oaxaca Presico LL-M-P,Presico,Presico MX,Présico,México,México,Oaxaca Presico,P
OAXACA-P-R3,Sur,Sur,Oaxaca,Oaxaca Presico LL-M-P,Presico,Presico MX,Présico,México,México,Oaxaca Presico,P
TLAXIACO-M-R1,Sur,Sur,Oaxaca,Tlaxiaco La Moderna,La Moderna,La Moderna,Présico,México,México,Tlaxiaco La Moderna,M
MATIAS ROMERO-C-R1,Sur,Sur,Salina Cruz,Matias Romero Presico C-LL-P,Presico,La Casita,Présico,México,México,Matias Romero Presico,C
MATIAS ROMERO-LL-R1,Sur,Sur,Salina Cruz,Matias Romero Presico C-LL-P,Presico,La Lupita,Présico,México,México,Matias Romero Presico,LL
MATIAS ROMERO-P-R1,Sur,Sur,Salina Cruz,Matias Romero Presico C-LL-P,Presico,Presico MX,Présico,México,México,Matias Romero Presico,P
MATIAS ROMERO-P-R2,Sur,Sur,Salina Cruz,Matias Romero Presico C-LL-P,Presico,Presico MX,Présico,México,México,Matias Romero Presico,P
SALINA CRUZ-C-R2,Sur,Sur,Salina Cruz,Salina Cruz La Casita C-LL,La Casita,La Casita,Présico,México,México,Salina Cruz La Casita,C
SALINA CRUZ-C-R4,Sur,Sur,Salina Cruz,Salina Cruz La Casita C-LL,La Casita,La Casita,Présico,México,México,Salina Cruz La Casita,C
SALINA CRUZ-LL-R1,Sur,Sur,Salina Cruz,Salina Cruz La Casita C-LL,La Casita,La Lupita,Présico,México,México,Salina Cruz La Casita,LL
SALINA CRUZ-LL-R2,Sur,Sur,Salina Cruz,Salina Cruz La Casita C-LL,La Casita,La Lupita,Présico,México,México,Salina Cruz La Casita,LL
SALINA CRUZ-LG-R1,Sur,Sur,Salina Cruz,Salina Cruz La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Salina Cruz La Moderna,LG
SALINA CRUZ-M-R2,Sur,Sur,Salina Cruz,Salina Cruz La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Salina Cruz La Moderna,M
SALINA CRUZ-M-R3,Sur,Sur,Salina Cruz,Salina Cruz La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Salina Cruz La Moderna,M
SALINA CRUZ-M-R4,Sur,Sur,Salina Cruz,Salina Cruz La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Salina Cruz La Moderna,M
SALINA CRUZ-P-R1,Sur,Sur,Salina Cruz,Salina Cruz Presico,Presico,Presico MX,Présico,México,México,Salina Cruz Presico,P
SALINA CRUZ-P-R2,Sur,Sur,Salina Cruz,Salina Cruz Presico,Presico,Presico MX,Présico,México,México,Salina Cruz Presico,P
SALINA CRUZ-P-R3,Sur,Sur,Salina Cruz,Salina Cruz Presico,Presico,Presico MX,Présico,México,México,Salina Cruz Presico,P
TAPACHULA-C-R1,Sur,Sur,Tapachula,Tapachula La Casita C-LL,La Casita,La Casita,Présico,México,México,Tapachula La Casita,C
TAPACHULA-C-R2,Sur,Sur,Tapachula,Tapachula La Casita C-LL,La Casita,La Casita,Présico,México,México,Tapachula La Casita,C
TAPACHULA-LL-R1,Sur,Sur,Tapachula,Tapachula La Casita C-LL,La Casita,La Lupita,Présico,México,México,Tapachula La Casita,LL
TAPACHULA-LL-R2,Sur,Sur,Tapachula,Tapachula La Casita C-LL,La Casita,La Lupita,Présico,México,México,Tapachula La Casita,LL
TAPACHULA-M-R1,Sur,Sur,Tapachula,Tapachula La Moderna,La Moderna,La Moderna,Présico,México,México,Tapachula La Moderna,M
TAPACHULA-M-R2,Sur,Sur,Tapachula,Tapachula La Moderna,La Moderna,La Moderna,Présico,México,México,Tapachula La Moderna,M
TAPACHULA-M-R4,Sur,Sur,Tapachula,Tapachula La Moderna,La Moderna,La Moderna,Présico,México,México,Tapachula La Moderna,M
TAPACHULA-P-R3,Sur,Sur,Tapachula,Tapachula Presico P-PU,Presico,Presico MX,Présico,México,México,Tapachula Presico,P
TAPACHULA-P-R5,Sur,Sur,Tapachula,Tapachula Presico P-PU,Presico,Presico MX,Présico,México,México,Tapachula Presico,P
TAPACHULA-P-R6,Sur,Sur,Tapachula,Tapachula Presico P-PU,Presico,Presico MX,Présico,México,México,Tapachula Presico,P
TAPACHULA-PU-R1,Sur,Sur,Tapachula,Tapachula Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Tapachula Presico,PU
CINTALAPA-LG-R1,Sur,Sur,Tonala,Cintalapa Presico LG-P-PU,Presico,La Guerita,Présico,México,México,Cintalapa Presico,LG
CINTALAPA-P-R1,Sur,Sur,Tonala,Cintalapa Presico LG-P-PU,Presico,Presico MX,Présico,México,México,Cintalapa Presico,P
CINTALAPA-PU-R1,Sur,Sur,Tonala,Cintalapa Presico LG-P-PU,Presico,Prestamos Unidos,Présico,México,México,Cintalapa Presico,PU
TONALA-C-R1,Sur,Sur,Tonala,Tonala La Moderna C-M-PU,La Moderna,La Casita,Présico,México,México,Tonala La Moderna,C
TONALA-M-R2,Sur,Sur,Tonala,Tonala La Moderna C-M-PU,La Moderna,La Moderna,Présico,México,México,Tonala La Moderna,M
TONALA-M-R3,Sur,Sur,Tonala,Tonala La Moderna C-M-PU,La Moderna,La Moderna,Présico,México,México,Tonala La Moderna,M
TONALA-PU-R1,Sur,Sur,Tonala,Tonala La Moderna C-M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Tonala La Moderna,PU
TONALA-LL-R1,Sur,Sur,Tonala,Tonala Presico LL-P,Presico,La Lupita,Présico,México,México,Tonala Presico,LL
TONALA-LL-R2,Sur,Sur,Tonala,Tonala Presico LL-P,Presico,La Lupita,Présico,México,México,Tonala Presico,LL
TONALA-P-R2,Sur,Sur,Tonala,Tonala Presico LL-P,Presico,Presico MX,Présico,México,México,Tonala Presico,P
TONALA-P-R5,Sur,Sur,Tonala,Tonala Presico LL-P,Presico,Presico MX,Présico,México,México,Tonala Presico,P
VILLAFLORES-M-R1,Sur,Sur,Tonala,Villaflores Presico M-P-PU,Presico,La Moderna,Présico,México,México,Villaflores Presico,M
VILLAFLORES-M-R2,Sur,Sur,Tonala,Villaflores Presico M-P-PU,Presico,La Moderna,Présico,México,México,Villaflores Presico,M
VILLAFLORES-P-R1,Sur,Sur,Tonala,Villaflores Presico M-P-PU,Presico,Presico MX,Présico,México,México,Villaflores Presico,P
VILLAFLORES-P-R2,Sur,Sur,Tonala,Villaflores Presico M-P-PU,Presico,Presico MX,Présico,México,México,Villaflores Presico,P
VILLAFLORES-PU-R1,Sur,Sur,Tonala,Villaflores Presico M-P-PU,Presico,Prestamos Unidos,Présico,México,México,Villaflores Presico,PU
TUXTLA-C-R1,Sur,Sur,Tuxtla,Tuxtla La Casita C-LL,La Casita,La Casita,Présico,México,México,Tuxtla La Casita,C
TUXTLA-C-R2,Sur,Sur,Tuxtla,Tuxtla La Casita C-LL,La Casita,La Casita,Présico,México,México,Tuxtla La Casita,C
TUXTLA-C-R3,Sur,Sur,Tuxtla,Tuxtla La Casita C-LL,La Casita,La Casita,Présico,México,México,Tuxtla La Casita,C
TUXTLA-LL-R1,Sur,Sur,Tuxtla,Tuxtla La Casita C-LL,La Casita,La Lupita,Présico,México,México,Tuxtla La Casita,LL
TUXTLA-LL-R2,Sur,Sur,Tuxtla,Tuxtla La Casita C-LL,La Casita,La Lupita,Présico,México,México,Tuxtla La Casita,LL
TUXTLA-LL-R3,Sur,Sur,Tuxtla,Tuxtla La Casita C-LL,La Casita,La Lupita,Présico,México,México,Tuxtla La Casita,LL
TUXTLA-LG-R1,Sur,Sur,Tuxtla,Tuxtla La Guerita LG-PU,La Guerita,La Guerita,Présico,México,México,Tuxtla La Guerita,LG
TUXTLA-LG-R2,Sur,Sur,Tuxtla,Tuxtla La Guerita LG-PU,La Guerita,La Guerita,Présico,México,México,Tuxtla La Guerita,LG
TUXTLA-PU-R1,Sur,Sur,Tuxtla,Tuxtla La Guerita LG-PU,La Guerita,Prestamos Unidos,Présico,México,México,Tuxtla La Guerita,PU
TUXTLA-M-R1,Sur,Sur,Tuxtla,Tuxtla La Moderna,La Moderna,La Moderna,Présico,México,México,Tuxtla La Moderna,M
TUXTLA-M-R2,Sur,Sur,Tuxtla,Tuxtla La Moderna,La Moderna,La Moderna,Présico,México,México,Tuxtla La Moderna,M
TUXTLA-M-R3,Sur,Sur,Tuxtla,Tuxtla La Moderna,La Moderna,La Moderna,Présico,México,México,Tuxtla La Moderna,M
COPAINALA-P-R1,Sur,Sur,Tuxtla,Tuxtla Presico,Presico,Presico MX,Présico,México,México,Tuxtla Presico,P
TUXTLA-P-R1,Sur,Sur,Tuxtla,Tuxtla Presico,Presico,Presico MX,Présico,México,México,Tuxtla Presico,P
TUXTLA-P-R2,Sur,Sur,Tuxtla,Tuxtla Presico,Presico,Presico MX,Présico,México,México,Tuxtla Presico,P
TUXTLA-P-R3,Sur,Sur,Tuxtla,Tuxtla Presico,Presico,Presico MX,Présico,México,México,Tuxtla Presico,P
TUXTLA-P-R5,Sur,Sur,Tuxtla,Tuxtla Presico,Presico,Presico MX,Présico,México,México,Tuxtla Presico,P
COMALCALCO-C-R1,Sur,Sureste,Comalcalco,Comalcalco La Casita,La Casita,La Casita,Présico,México,México,Comalcalco La Casita,C
COMALCALCO-C-R3,Sur,Sureste,Comalcalco,Comalcalco La Casita,La Casita,La Casita,Présico,México,México,Comalcalco La Casita,C
COMALCALCO-C-R4,Sur,Sureste,Comalcalco,Comalcalco La Casita,La Casita,La Casita,Présico,México,México,Comalcalco La Casita,C
COMALCALCO-M-R1,Sur,Sureste,Comalcalco,Comalcalco La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Comalcalco La Moderna,M
COMALCALCO-M-R4,Sur,Sureste,Comalcalco,Comalcalco La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Comalcalco La Moderna,M
COMALCALCO-PU-R1,Sur,Sureste,Comalcalco,Comalcalco La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Comalcalco La Moderna,PU
COMALCALCO-P-R1,Sur,Sureste,Comalcalco,Comalcalco Presico,Presico,Presico MX,Présico,México,México,Comalcalco Presico,P
COMALCALCO-P-R4,Sur,Sureste,Comalcalco,Comalcalco Presico,Presico,Presico MX,Présico,México,México,Comalcalco Presico,P
COMALCALCO-P-R5,Sur,Sureste,Comalcalco,Comalcalco Presico,Presico,Presico MX,Présico,México,México,Comalcalco Presico,P
COMALCALCO-P-R7,Sur,Sureste,Comalcalco,Comalcalco Presico,Presico,Presico MX,Présico,México,México,Comalcalco Presico,P
COMALCALCO-LL-R1,Sur,Sureste,Comalcalco,Comalcalco Presico 2 LL-P,Presico,La Lupita,Présico,México,México,Comalcalco Presico 2,LL
COMALCALCO-LL-R2,Sur,Sureste,Comalcalco,Comalcalco Presico 2 LL-P,Presico,La Lupita,Présico,México,México,Comalcalco Presico 2,LL
COMALCALCO-P-R3,Sur,Sureste,Comalcalco,Comalcalco Presico 2 LL-P,Presico,Presico MX,Présico,México,México,Comalcalco Presico 2,P
COMALCALCO-P-R6,Sur,Sureste,Comalcalco,Comalcalco Presico 2 LL-P,Presico,Presico MX,Présico,México,México,Comalcalco Presico 2,P
EMILIANO ZAPATA-C-R1,Sur,Sureste,Emiliano Zapata,Emiliano Zapata La Casita C-LL,La Casita,La Casita,Présico,México,México,Emiliano Zapata La Casita,C
EMILIANO ZAPATA-C-R2,Sur,Sureste,Emiliano Zapata,Emiliano Zapata La Casita C-LL,La Casita,La Casita,Présico,México,México,Emiliano Zapata La Casita,C
EMILIANO ZAPATA-LL-R1,Sur,Sureste,Emiliano Zapata,Emiliano Zapata La Casita C-LL,La Casita,La Lupita,Présico,México,México,Emiliano Zapata La Casita,LL
EMILIANO ZAPATA-M-R1,Sur,Sureste,Emiliano Zapata,Emiliano Zapata La Moderna,La Moderna,La Moderna,Présico,México,México,Emiliano Zapata La Moderna,M
EMILIANO ZAPATA-M-R2,Sur,Sureste,Emiliano Zapata,Emiliano Zapata La Moderna,La Moderna,La Moderna,Présico,México,México,Emiliano Zapata La Moderna,M
EMILIANO ZAPATA-M-R3,Sur,Sureste,Emiliano Zapata,Emiliano Zapata La Moderna,La Moderna,La Moderna,Présico,México,México,Emiliano Zapata La Moderna,M
EMILIANO ZAPATA-P-R1,Sur,Sureste,Emiliano Zapata,Emiliano Zapata Presico,Presico,Presico MX,Présico,México,México,Emiliano Zapata Presico,P
EMILIANO ZAPATA-P-R2,Sur,Sureste,Emiliano Zapata,Emiliano Zapata Presico,Presico,Presico MX,Présico,México,México,Emiliano Zapata Presico,P
EMILIANO ZAPATA-P-R3,Sur,Sureste,Emiliano Zapata,Emiliano Zapata Presico,Presico,Presico MX,Présico,México,México,Emiliano Zapata Presico,P
PALENQUE-P-R1,Sur,Sureste,Emiliano Zapata,Emiliano Zapata Presico,Presico,Presico MX,Présico,México,México,Emiliano Zapata Presico,P
TENOSIQUE-C-R1,Sur,Sureste,Emiliano Zapata,Tenosique La Casita C-PU,La Casita,La Casita,Présico,México,México,Tenosique La Casita,C
TENOSIQUE-C-R2,Sur,Sureste,Emiliano Zapata,Tenosique La Casita C-PU,La Casita,La Casita,Présico,México,México,Tenosique La Casita,C
TENOSIQUE-C-R3,Sur,Sureste,Emiliano Zapata,Tenosique La Casita C-PU,La Casita,La Casita,Présico,México,México,Tenosique La Casita,C
TENOSIQUE-PU-R1,Sur,Sureste,Emiliano Zapata,Tenosique La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Tenosique La Casita,PU
TENOSIQUE-M-R1,Sur,Sureste,Emiliano Zapata,Tenosique La Moderna,La Moderna,La Moderna,Présico,México,México,Tenosique La Moderna,M
TENOSIQUE-M-R2,Sur,Sureste,Emiliano Zapata,Tenosique La Moderna,La Moderna,La Moderna,Présico,México,México,Tenosique La Moderna,M
TENOSIQUE-M-R3,Sur,Sureste,Emiliano Zapata,Tenosique La Moderna,La Moderna,La Moderna,Présico,México,México,Tenosique La Moderna,M
MACUSPANA-C-R1,Sur,Sureste,Macuspana,Macuspana La Casita,La Casita,La Casita,Présico,México,México,Macuspana La Casita,C
MACUSPANA-C-R2,Sur,Sureste,Macuspana,Macuspana La Casita,La Casita,La Casita,Présico,México,México,Macuspana La Casita,C
MACUSPANA-C-R3,Sur,Sureste,Macuspana,Macuspana La Casita,La Casita,La Casita,Présico,México,México,Macuspana La Casita,C
MACUSPANA-LL-R1,Sur,Sureste,Macuspana,Macuspana La Moderna LL-M-PU,La Moderna,La Lupita,Présico,México,México,Macuspana La Moderna,LL
MACUSPANA-M-R1,Sur,Sureste,Macuspana,Macuspana La Moderna LL-M-PU,La Moderna,La Moderna,Présico,México,México,Macuspana La Moderna,M
MACUSPANA-M-R2,Sur,Sureste,Macuspana,Macuspana La Moderna LL-M-PU,La Moderna,La Moderna,Présico,México,México,Macuspana La Moderna,M
MACUSPANA-M-R3,Sur,Sureste,Macuspana,Macuspana La Moderna LL-M-PU,La Moderna,La Moderna,Présico,México,México,Macuspana La Moderna,M
MACUSPANA-PU-R1,Sur,Sureste,Macuspana,Macuspana La Moderna LL-M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Macuspana La Moderna,PU
MACUSPANA-P-R3,Sur,Sureste,Macuspana,Macuspana Presico,Presico,Presico MX,Présico,México,México,Macuspana Presico,P
MACUSPANA-P-R4,Sur,Sureste,Macuspana,Macuspana Presico,Presico,Presico MX,Présico,México,México,Macuspana Presico,P
TEAPA-C-R1,Sur,Sureste,Teapa,Teapa La Casita,La Casita,La Casita,Présico,México,México,Teapa La Casita,C
TEAPA-C-R2,Sur,Sureste,Teapa,Teapa La Casita,La Casita,La Casita,Présico,México,México,Teapa La Casita,C
TEAPA-C-R3,Sur,Sureste,Teapa,Teapa La Casita,La Casita,La Casita,Présico,México,México,Teapa La Casita,C
TEAPA-C-R4,Sur,Sureste,Teapa,Teapa La Casita,La Casita,La Casita,Présico,México,México,Teapa La Casita,C
TEAPA-LL-R1,Sur,Sureste,Teapa,Teapa La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Teapa La Moderna,LL
TEAPA-LL-R3,Sur,Sureste,Teapa,Teapa La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Teapa La Moderna,LL
TEAPA-M-R1,Sur,Sureste,Teapa,Teapa La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Teapa La Moderna,M
TEAPA-M-R2,Sur,Sureste,Teapa,Teapa La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Teapa La Moderna,M
TEAPA-M-R3,Sur,Sureste,Teapa,Teapa La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Teapa La Moderna,M
TEAPA-P-R1,Sur,Sureste,Teapa,Teapa Presico P-PU,Presico,Presico MX,Présico,México,México,Teapa Presico,P
TEAPA-P-R2,Sur,Sureste,Teapa,Teapa Presico P-PU,Presico,Presico MX,Présico,México,México,Teapa Presico,P
TEAPA-P-R3,Sur,Sureste,Teapa,Teapa Presico P-PU,Presico,Presico MX,Présico,México,México,Teapa Presico,P
TEAPA-P-R4,Sur,Sureste,Teapa,Teapa Presico P-PU,Presico,Presico MX,Présico,México,México,Teapa Presico,P
TEAPA-PU-R1,Sur,Sureste,Teapa,Teapa Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Teapa Presico,PU
TEAPA-PU-R2,Sur,Sureste,Teapa,Teapa Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Teapa Presico,PU
VILLAHERMOSA-C-R1,Sur,Sureste,Villahermosa,Villahermosa La Casita,La Casita,La Casita,Présico,México,México,Villahermosa La Casita,C
VILLAHERMOSA-C-R3,Sur,Sureste,Villahermosa,Villahermosa La Casita,La Casita,La Casita,Présico,México,México,Villahermosa La Casita,C
VILLAHERMOSA-C-R4,Sur,Sureste,Villahermosa,Villahermosa La Casita,La Casita,La Casita,Présico,México,México,Villahermosa La Casita,C
VILLAHERMOSA-LL-R2,Sur,Sureste,Villahermosa,Villahermosa La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Villahermosa La Moderna,LL
VILLAHERMOSA-LL-R3,Sur,Sureste,Villahermosa,Villahermosa La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Villahermosa La Moderna,LL
VILLAHERMOSA-M-R3,Sur,Sureste,Villahermosa,Villahermosa La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Villahermosa La Moderna,M
VILLAHERMOSA-P-R3,Sur,Sureste,Villahermosa,Villahermosa Presico P-PU,Presico,Presico MX,Présico,México,México,Villahermosa Presico,P
VILLAHERMOSA-P-R5,Sur,Sureste,Villahermosa,Villahermosa Presico P-PU,Presico,Presico MX,Présico,México,México,Villahermosa Presico,P
VILLAHERMOSA-P-R6,Sur,Sureste,Villahermosa,Villahermosa Presico P-PU,Presico,Presico MX,Présico,México,México,Villahermosa Presico,P
VILLAHERMOSA-PU-R1,Sur,Sureste,Villahermosa,Villahermosa Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Villahermosa Presico,PU
VILLAHERMOSA-PU-R2,Sur,Sureste,Villahermosa,Villahermosa Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Villahermosa Presico,PU
TICUL-M-R1,Sur,Peninsula,Merida,Ticul La Casita C-M-P-PU,La Casita,La Moderna,Présico,México,México,Ticul La Casita,M
