Ruta,Territorio,Subdireccion,Zona,Sucursal,Marca,Base,Unidad de Negocio,País,Region,Sucursal Original,Nomenclatura
CUAUTLA-C-R4,Centro,Costa,Morelos,Cuautla La Casita C-PU,La Casita,La Casita,Présico,México,México,Cuautla La Casita,C
CUAUTLA-PU-R1,Centro,Costa,Morelos,Cuautla La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Cuautla La Casita,PU
CUAUTLA-M-R1,Centro,Costa,Morelos,Cuautla La Moderna,La Moderna,La Moderna,Présico,México,México,Cuautla La Moderna,M
CUAUTLA-M-R2,Centro,Costa,Morelos,Cuautla La Moderna,La Moderna,La Moderna,Présico,México,México,Cuautla La Moderna,M
CUAUTLA-M-R3,Centro,Costa,Morelos,Cuautla La Moderna,La Moderna,La Moderna,Présico,México,México,Cuautla La Moderna,M
CUAUTLA-P-R1,Centro,Costa,Morelos,Cuautla Presico,Presico,Presico MX,Présico,México,México,Cuautla Presico,P
CUAUTLA-P-R2,Centro,Costa,Morelos,Cuautla Presico,Presico,Presico MX,Présico,México,México,Cuautla Presico,P
CUAUTLA-P-R3,Centro,Costa,Morelos,Cuautla Presico,Presico,Presico MX,Présico,México,México,Cuautla Presico,P
CUAUTLA-P-R4,Centro,Costa,Morelos,Cuautla Presico,Presico,Presico MX,Présico,México,México,Cuautla Presico,P
CUERNAVACA-C-R1,Centro,Costa,Morelos,Cuernavaca Presico C-P,Presico,La Casita,Présico,México,México,Cuernavaca Presico,C
CUERNAVACA-P-R2,Centro,Costa,Morelos,Cuernavaca Presico C-P,Presico,Presico MX,Présico,México,México,Cuernavaca Presico,P
CUERNAVACA-P-R3,Centro,Costa,Morelos,Cuernavaca Presico C-P,Presico,Presico MX,Présico,México,México,Cuernavaca Presico,P
PINOTEPA-C-R1,Centro,Costa,Puerto Escondido,Pinotepa La Casita C-LL-P,La Casita,La Casita,Présico,México,México,Pinotepa La Casita,C
PINOTEPA-C-R3,Centro,Costa,Puerto Escondido,Pinotepa La Casita C-LL-P,La Casita,La Casita,Présico,México,México,Pinotepa La Casita,C
PINOTEPA-LL-R1,Centro,Costa,Puerto Escondido,Pinotepa La Casita C-LL-P,La Casita,La Lupita,Présico,México,México,Pinotepa La Casita,LL
PINOTEPA-P-R1,Centro,Costa,Puerto Escondido,Pinotepa La Casita C-LL-P,La Casita,Presico MX,Présico,México,México,Pinotepa La Casita,P
PINOTEPA-P-R2,Centro,Costa,Puerto Escondido,Pinotepa La Casita C-LL-P,La Casita,Presico MX,Présico,México,México,Pinotepa La Casita,P
POCHUTLA-LL-R1,Centro,Costa,Puerto Escondido,Pochutla Presico LL-P,Presico,La Lupita,Présico,México,México,Pochutla Presico,LL
POCHUTLA-P-R1,Centro,Costa,Puerto Escondido,Pochutla Presico LL-P,Presico,Presico MX,Présico,México,México,Pochutla Presico,P
POCHUTLA-P-R2,Centro,Costa,Puerto Escondido,Pochutla Presico LL-P,Presico,Presico MX,Présico,México,México,Pochutla Presico,P
PUERTO ESCONDIDO-C-R1,Centro,Costa,Puerto Escondido,Puerto Escondido La Moderna C-LL-M,La Moderna,La Casita,Présico,México,México,Puerto Escondido La Moderna,C
PUERTO ESCONDIDO-LL-R1,Centro,Costa,Puerto Escondido,Puerto Escondido La Moderna C-LL-M,La Moderna,La Lupita,Présico,México,México,Puerto Escondido La Moderna,LL
PUERTO ESCONDIDO-M-R1,Centro,Costa,Puerto Escondido,Puerto Escondido La Moderna C-LL-M,La Moderna,La Moderna,Présico,México,México,Puerto Escondido La Moderna,M
PUERTO ESCONDIDO-P-R2,Centro,Costa,Puerto Escondido,Puerto Escondido Presico,Presico,Presico MX,Présico,México,México,Puerto Escondido Presico,P
PUERTO ESCONDIDO-P-R3,Centro,Costa,Puerto Escondido,Puerto Escondido Presico,Presico,Presico MX,Présico,México,México,Puerto Escondido Presico,P
ALTAMIRANO-C-R1,Centro,Costa,Altamirano,Altamirano Presico C-M-P,Presico,La Casita,Présico,México,México,Altamirano Presico,C
ALTAMIRANO-C-R2,Centro,Costa,Altamirano,Altamirano Presico C-M-P,Presico,La Casita,Présico,México,México,Altamirano Presico,C
ALTAMIRANO-M-R1,Centro,Costa,Altamirano,Altamirano Presico C-M-P,Presico,La Moderna,Présico,México,México,Altamirano Presico,M
ALTAMIRANO-M-R2,Centro,Costa,Altamirano,Altamirano Presico C-M-P,Presico,La Moderna,Présico,México,México,Altamirano Presico,M
ALTAMIRANO-P-R1,Centro,Costa,Altamirano,Altamirano Presico C-M-P,Presico,Presico MX,Présico,México,México,Altamirano Presico,P
ALTAMIRANO-P-R3,Centro,Costa,Altamirano,Altamirano Presico C-M-P,Presico,Presico MX,Présico,México,México,Altamirano Presico,P
ALTAMIRANO-P-R4,Centro,Costa,Altamirano,Altamirano Presico C-M-P,Presico,Presico MX,Présico,México,México,Altamirano Presico,P
ALTAMIRANO-LG-R1,Centro,Costa,Altamirano,Altamirano La Guerita,La Guerita,La Guerita,Présico,México,México,Altamirano La Guerita,LG
LAZARO CARDENAS-C-R2,Centro,Costa,Zihuatanejo,Lazaro Cardenas La Casita,La Casita,La Casita,Présico,México,México,Lazaro Cardenas La Casita,C
ZIHUATANEJO-C-R2,Centro,Costa,Zihuatanejo,Zihuatanejo La Casita C-PU,La Casita,La Casita,Présico,México,México,Zihuatanejo La Casita,C
ZIHUATANEJO-C-R3,Centro,Costa,Zihuatanejo,Zihuatanejo La Casita C-PU,La Casita,La Casita,Présico,México,México,Zihuatanejo La Casita,C
ZIHUATANEJO-PU-R1,Centro,Costa,Zihuatanejo,Zihuatanejo La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Zihuatanejo La Casita,PU
ZIHUATANEJO-PU-R2,Centro,Costa,Zihuatanejo,Zihuatanejo La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Zihuatanejo La Casita,PU
ALTAMIRA-C-R1,Norte,Noreste,Altamira,Altamira La Casita C-PU,La Casita,La Casita,Présico,México,México,Altamira La Casita,C
ALTAMIRA-PU-R1,Norte,Noreste,Altamira,Altamira La Casita C-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Altamira La Casita,PU
ALTAMIRA-PU-R2,Norte,Noreste,Altamira,Altamira La Casita C-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Altamira La Casita,PU
ALTAMIRA-PU-R4,Norte,Noreste,Altamira,Altamira La Casita C-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Altamira La Casita,PU
ALTAMIRA-M-R3,Norte,Noreste,Altamira,Altamira La Moderna,La Moderna,La Moderna,Présico,México,México,Altamira La Moderna,M
ALTAMIRA-M-R4,Norte,Noreste,Altamira,Altamira La Moderna,La Moderna,La Moderna,Présico,México,México,Altamira La Moderna,M
ALTAMIRA-M-R5,Norte,Noreste,Altamira,Altamira La Moderna,La Moderna,La Moderna,Présico,México,México,Altamira La Moderna,M
ALTAMIRA-LG-R1,Norte,Noreste,Altamira,Altamira Presico LG-P,Presico,La Guerita,Présico,México,México,Altamira Presico,LG
ALTAMIRA-LG-R2,Norte,Noreste,Altamira,Altamira Presico LG-P,Presico,La Guerita,Présico,México,México,Altamira Presico,LG
ALTAMIRA-P-R1,Norte,Noreste,Altamira,Altamira Presico LG-P,Presico,Presico MX,Présico,México,México,Altamira Presico,P
ALTAMIRA-P-R3,Norte,Noreste,Altamira,Altamira Presico LG-P,Presico,Presico MX,Présico,México,México,Altamira Presico,P
MATAMOROS-C-R1,Norte,Noreste,Matamoros,Matamoros Presico C-P,Presico,La Casita,Présico,México,México,Matamoros Presico,C
MATAMOROS-C-R2,Norte,Noreste,Matamoros,Matamoros Presico C-P,Presico,La Casita,Présico,México,México,Matamoros Presico,C
MATAMOROS-P-R1,Norte,Noreste,Matamoros,Matamoros Presico C-P,Presico,Presico MX,Présico,México,México,Matamoros Presico,P
MATAMOROS-P-R2,Norte,Noreste,Matamoros,Matamoros Presico C-P,Presico,Presico MX,Présico,México,México,Matamoros Presico,P
REYNOSA-C-R1,Norte,Noreste,Matamoros,Reynosa La Casita C-LG-P,La Casita,La Casita,Présico,México,México,Reynosa La Casita,C
REYNOSA-LG-R1,Norte,Noreste,Matamoros,Reynosa La Casita C-LG-P,La Casita,La Guerita,Présico,México,México,Reynosa La Casita,LG
REYNOSA-P-R1,Norte,Noreste,Matamoros,Reynosa La Casita C-LG-P,La Casita,Presico MX,Présico,México,México,Reynosa La Casita,P
SOTO LA MARINA-C-R1,Norte,Noreste,Matamoros,Soto La Marina La Guerita C-LG,La Guerita,La Casita,Présico,México,México,Soto La Marina La Guerita,C
SOTO LA MARINA-LG-R1,Norte,Noreste,Matamoros,Soto La Marina La Guerita C-LG,La Guerita,La Guerita,Présico,México,México,Soto La Marina La Guerita,LG
SOTO LA MARINA-LG-R2,Norte,Noreste,Matamoros,Soto La Marina La Guerita C-LG,La Guerita,La Guerita,Présico,México,México,Soto La Marina La Guerita,LG
MATEHUALA-C-R2,Norte,Noreste,San Luis,Matehuala PU C-P-PU,Prestamos Unidos,La Casita,Présico,México,México,Matehuala PU,C
MATEHUALA-P-R2,Norte,Noreste,San Luis,Matehuala PU C-P-PU,Prestamos Unidos,Presico MX,Présico,México,México,Matehuala PU,P
MATEHUALA-P-R3,Norte,Noreste,San Luis,Matehuala PU C-P-PU,Prestamos Unidos,Presico MX,Présico,México,México,Matehuala PU,P
MATEHUALA-PU-R1,Norte,Noreste,San Luis,Matehuala PU C-P-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Matehuala PU,PU
MATEHUALA-PU-R2,Norte,Noreste,San Luis,Matehuala PU C-P-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Matehuala PU,PU
MATEHUALA-PU-R3,Norte,Noreste,San Luis,Matehuala PU C-P-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Matehuala PU,PU
SAN LUIS POTOSI-C-R2,Norte,Noreste,San Luis,San Luis Potosi La Guerita C-LG,La Guerita,La Casita,Présico,México,México,San Luis Potosi La Guerita,C
SAN LUIS POTOSI-C-R3,Norte,Noreste,San Luis,San Luis Potosi La Guerita C-LG,La Guerita,La Casita,Présico,México,México,San Luis Potosi La Guerita,C
SAN LUIS POTOSI-LG-R1,Norte,Noreste,San Luis,San Luis Potosi La Guerita C-LG,La Guerita,La Guerita,Présico,México,México,San Luis Potosi La Guerita,LG
SAN LUIS POTOSI-LG-R2,Norte,Noreste,San Luis,San Luis Potosi La Guerita C-LG,La Guerita,La Guerita,Présico,México,México,San Luis Potosi La Guerita,LG
SAN LUIS POTOSI-M-R2,Norte,Noreste,San Luis,San Luis Potosi La Moderna M-P,La Moderna,La Moderna,Présico,México,México,San Luis Potosi La Moderna,M
SAN LUIS POTOSI-P-R1,Norte,Noreste,San Luis,San Luis Potosi La Moderna M-P,La Moderna,Presico MX,Présico,México,México,San Luis Potosi La Moderna,P
SAN LUIS POTOSI-PU-R1,Norte,Noreste,San Luis,San Luis Potosi PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,San Luis Potosi PU,PU
SAN LUIS POTOSI-PU-R2,Norte,Noreste,San Luis,San Luis Potosi PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,San Luis Potosi PU,PU
SAN LUIS POTOSI-PU-R3,Norte,Noreste,San Luis,San Luis Potosi PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,San Luis Potosi PU,PU
CIUDAD VICTORIA-C-R1,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria La Casita,La Casita,La Casita,Présico,México,México,Ciudad Victoria La Casita,C
CIUDAD VICTORIA-C-R2,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria La Casita,La Casita,La Casita,Présico,México,México,Ciudad Victoria La Casita,C
CIUDAD VICTORIA-C-R3,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria La Casita,La Casita,La Casita,Présico,México,México,Ciudad Victoria La Casita,C
CIUDAD VICTORIA-C-R4,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria La Casita,La Casita,La Casita,Présico,México,México,Ciudad Victoria La Casita,C
CIUDAD VICTORIA-C-R5,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria La Casita,La Casita,La Casita,Présico,México,México,Ciudad Victoria La Casita,C
CIUDAD VICTORIA-M-R1,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria La Moderna,La Moderna,La Moderna,Présico,México,México,Ciudad Victoria La Moderna,M
CIUDAD VICTORIA-M-R2,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria La Moderna,La Moderna,La Moderna,Présico,México,México,Ciudad Victoria La Moderna,M
CIUDAD VICTORIA-LG-R1,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria Presico LG-P,Presico,La Guerita,Présico,México,México,Ciudad Victoria Presico,LG
CIUDAD VICTORIA-LG-R3,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria Presico LG-P,Presico,La Guerita,Présico,México,México,Ciudad Victoria Presico,LG
CIUDAD VICTORIA-P-R1,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria Presico LG-P,Presico,Presico MX,Présico,México,México,Ciudad Victoria Presico,P
CIUDAD VICTORIA-P-R2,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria Presico LG-P,Presico,Presico MX,Présico,México,México,Ciudad Victoria Presico,P
CIUDAD VICTORIA-P-R3,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria Presico LG-P,Presico,Presico MX,Présico,México,México,Ciudad Victoria Presico,P
CIUDAD VICTORIA-P-R4,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria Presico LG-P,Presico,Presico MX,Présico,México,México,Ciudad Victoria Presico,P
CIUDAD VICTORIA-PU-R1,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Ciudad Victoria PU,PU
CIUDAD VICTORIA-PU-R2,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Ciudad Victoria PU,PU
CIUDAD VICTORIA-PU-R3,Norte,Noreste,Tamaulipas Norte,Ciudad Victoria PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Ciudad Victoria PU,PU
HUEJUTLA-P-R1,Norte,Noreste,Tamazunchale,Huejutla Presico P-PU,Presico,Presico MX,Présico,México,México,Huejutla Presico,P
HUEJUTLA-P-R2,Norte,Noreste,Tamazunchale,Huejutla Presico P-PU,Presico,Presico MX,Présico,México,México,Huejutla Presico,P
TANTOYUCA-PU-R1,Norte,Noreste,Tamazunchale,Huejutla Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Huejutla Presico,PU
TANTOYUCA-PU-R3,Norte,Noreste,Tamazunchale,Huejutla Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Huejutla Presico,PU
TANTOYUCA-PU-R4,Norte,Noreste,Tamazunchale,Huejutla Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Huejutla Presico,PU
NARANJOS-C-R1,Norte,Noreste,Tamazunchale,Naranjos Presico C-P,Presico,La Casita,Présico,México,México,Naranjos Presico,C
NARANJOS-C-R2,Norte,Noreste,Tamazunchale,Naranjos Presico C-P,Presico,La Casita,Présico,México,México,Naranjos Presico,C
NARANJOS-P-R1,Norte,Noreste,Tamazunchale,Naranjos Presico C-P,Presico,Presico MX,Présico,México,México,Naranjos Presico,P
NARANJOS-P-R2,Norte,Noreste,Tamazunchale,Naranjos Presico C-P,Presico,Presico MX,Présico,México,México,Naranjos Presico,P
NARANJOS-P-R3,Norte,Noreste,Tamazunchale,Naranjos Presico C-P,Presico,Presico MX,Présico,México,México,Naranjos Presico,P
NARANJOS-PU-R1,Norte,Noreste,Tamazunchale,Naranjos PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Naranjos PU,PU
NARANJOS-PU-R2,Norte,Noreste,Tamazunchale,Naranjos PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Naranjos PU,PU
NARANJOS-PU-R3,Norte,Noreste,Tamazunchale,Naranjos PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Naranjos PU,PU
NARANJOS-PU-R4,Norte,Noreste,Tamazunchale,Naranjos PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Naranjos PU,PU
TAMAZUNCHALE-C-R1,Norte,Noreste,Tamazunchale,Tamazunchale Presico C-P,Presico,La Casita,Présico,México,México,Tamazunchale Presico,C
TAMAZUNCHALE-P-R1,Norte,Noreste,Tamazunchale,Tamazunchale Presico C-P,Presico,Presico MX,Présico,México,México,Tamazunchale Presico,P
TAMAZUNCHALE-P-R2,Norte,Noreste,Tamazunchale,Tamazunchale Presico C-P,Presico,Presico MX,Présico,México,México,Tamazunchale Presico,P
TAMAZUNCHALE-PU-R1,Norte,Noreste,Tamazunchale,Tamazunchale PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Tamazunchale PU,PU
TAMAZUNCHALE-PU-R2,Norte,Noreste,Tamazunchale,Tamazunchale PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Tamazunchale PU,PU
TAMAZUNCHALE-PU-R3,Norte,Noreste,Tamazunchale,Tamazunchale PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Tamazunchale PU,PU
EL NARANJO-C-R1,Norte,Noreste,Valles,El Naranjo Presico C-P,Presico,La Casita,Présico,México,México,El Naranjo Presico,C
EL NARANJO-C-R2,Norte,Noreste,Valles,El Naranjo Presico C-P,Presico,La Casita,Présico,México,México,El Naranjo Presico,C
EL NARANJO-P-R1,Norte,Noreste,Valles,El Naranjo Presico C-P,Presico,Presico MX,Présico,México,México,El Naranjo Presico,P
EL NARANJO-P-R3,Norte,Noreste,Valles,El Naranjo Presico C-P,Presico,Presico MX,Présico,México,México,El Naranjo Presico,P
CD VALLES-C-R1,Norte,Noreste,Valles,Valles La Casita C-LG,La Casita,La Casita,Présico,México,México,Valles La Casita,C
CD VALLES-C-R2,Norte,Noreste,Valles,Valles La Casita C-LG,La Casita,La Casita,Présico,México,México,Valles La Casita,C
CD VALLES-LG-R2,Norte,Noreste,Valles,Valles La Casita C-LG,La Casita,La Guerita,Présico,México,México,Valles La Casita,LG
CD VALLES-LG-R3,Norte,Noreste,Valles,Valles La Casita C-LG,La Casita,La Guerita,Présico,México,México,Valles La Casita,LG
CD VALLES-M-R1,Norte,Noreste,Valles,Valles La Moderna,La Moderna,La Moderna,Présico,México,México,Valles La Moderna,M
CD VALLES-M-R2,Norte,Noreste,Valles,Valles La Moderna,La Moderna,La Moderna,Présico,México,México,Valles La Moderna,M
CD VALLES-M-R4,Norte,Noreste,Valles,Valles La Moderna,La Moderna,La Moderna,Présico,México,México,Valles La Moderna,M
CD VALLES-P-R1,Norte,Noreste,Valles,Valles Presico,Presico,Presico MX,Présico,México,México,Valles Presico,P
CD VALLES-P-R2,Norte,Noreste,Valles,Valles Presico,Presico,Presico MX,Présico,México,México,Valles Presico,P
CD VALLES-P-R3,Norte,Noreste,Valles,Valles Presico,Presico,Presico MX,Présico,México,México,Valles Presico,P
CD VALLES-P-R4,Norte,Noreste,Valles,Valles Presico,Presico,Presico MX,Présico,México,México,Valles Presico,P
CD VALLES-PU-R1,Norte,Noreste,Valles,Valles PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Valles PU,PU
CD VALLES-PU-R2,Norte,Noreste,Valles,Valles PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Valles PU,PU
CD VALLES-PU-R3,Norte,Noreste,Valles,Valles PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Valles PU,PU
CD VALLES-PU-R4,Norte,Noreste,Valles,Valles PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Valles PU,PU
CD JUAREZ-P-R1,Norte,Norte,Chihuahua,Cd Juarez Presico,Presico,Presico MX,Présico,México,México,Cd Juarez Presico,P
CD JUAREZ-P-R2,Norte,Norte,Chihuahua,Cd Juarez Presico,Presico,Presico MX,Présico,México,México,Cd Juarez Presico,P
CD JUAREZ-P-R3,Norte,Norte,Chihuahua,Cd Juarez Presico,Presico,Presico MX,Présico,México,México,Cd Juarez Presico,P
MEOQUI-C-R2,Norte,Norte,Chihuahua,Meoqui La Casita C-M,La Casita,La Casita,Présico,México,México,Meoqui La Casita,C
MEOQUI-C-R3,Norte,Norte,Chihuahua,Meoqui La Casita C-M,La Casita,La Casita,Présico,México,México,Meoqui La Casita,C
MEOQUI-M-R1,Norte,Norte,Chihuahua,Meoqui La Casita C-M,La Casita,La Moderna,Présico,México,México,Meoqui La Casita,M
JIMENEZ-P-R1,Norte,Norte,Chihuahua,Meoqui Presico P-PU,Presico,Presico MX,Présico,México,México,Meoqui Presico,P
MEOQUI-P-R1,Norte,Norte,Chihuahua,Meoqui Presico P-PU,Presico,Presico MX,Présico,México,México,Meoqui Presico,P
MEOQUI-P-R3,Norte,Norte,Chihuahua,Meoqui Presico P-PU,Presico,Presico MX,Présico,México,México,Meoqui Presico,P
MEOQUI-PU-R1,Norte,Norte,Chihuahua,Meoqui Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Meoqui Presico,PU
PARRAL-P-R1,Norte,Norte,Chihuahua,Meoqui Presico P-PU,Presico,Presico MX,Présico,México,México,Meoqui Presico,P
DURANGO-C-R1,Norte,Norte,Durango,Durango La Casita C-LG,La Casita,La Casita,Présico,México,México,Durango La Casita,C
DURANGO-C-R2,Norte,Norte,Durango,Durango La Casita C-LG,La Casita,La Casita,Présico,México,México,Durango La Casita,C
DURANGO-C-R3,Norte,Norte,Durango,Durango La Casita C-LG,La Casita,La Casita,Présico,México,México,Durango La Casita,C
DURANGO-LG-R1,Norte,Norte,Durango,Durango La Casita C-LG,La Casita,La Guerita,Présico,México,México,Durango La Casita,LG
DURANGO-LL-R1,Norte,Norte,Durango,Durango La Lupita,La Lupita,La Lupita,Présico,México,México,Durango La Lupita,LL
DURANGO-LL-R2,Norte,Norte,Durango,Durango La Lupita,La Lupita,La Lupita,Présico,México,México,Durango La Lupita,LL
DURANGO-LL-R3,Norte,Norte,Durango,Durango La Lupita,La Lupita,La Lupita,Présico,México,México,Durango La Lupita,LL
DURANGO-LL-R4,Norte,Norte,Durango,Durango La Lupita,La Lupita,La Lupita,Présico,México,México,Durango La Lupita,LL
DURANGO-M-R1,Norte,Norte,Durango,Durango La Moderna,La Moderna,La Moderna,Présico,México,México,Durango La Moderna,M
DURANGO-M-R2,Norte,Norte,Durango,Durango La Moderna,La Moderna,La Moderna,Présico,México,México,Durango La Moderna,M
DURANGO-M-R3,Norte,Norte,Durango,Durango La Moderna,La Moderna,La Moderna,Présico,México,México,Durango La Moderna,M
DURANGO-M-R4,Norte,Norte,Durango,Durango La Moderna,La Moderna,La Moderna,Présico,México,México,Durango La Moderna,M
DURANGO-M-R5,Norte,Norte,Durango,Durango La Moderna,La Moderna,La Moderna,Présico,México,México,Durango La Moderna,M
DURANGO-P-R1,Norte,Norte,Durango,Durango Presico,Presico,Presico MX,Présico,México,México,Durango Presico,P
DURANGO-P-R2,Norte,Norte,Durango,Durango Presico,Presico,Presico MX,Présico,México,México,Durango Presico,P
DURANGO-P-R3,Norte,Norte,Durango,Durango Presico,Presico,Presico MX,Présico,México,México,Durango Presico,P
DURANGO-P-R4,Norte,Norte,Durango,Durango Presico,Presico,Presico MX,Présico,México,México,Durango Presico,P
DURANGO-P-R5,Norte,Norte,Durango,Durango Presico,Presico,Presico MX,Présico,México,México,Durango Presico,P
DURANGO-PU-R1,Norte,Norte,Durango,Durango PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Durango PU,PU
DURANGO-PU-R2,Norte,Norte,Durango,Durango PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Durango PU,PU
DURANGO-PU-R3,Norte,Norte,Durango,Durango PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Durango PU,PU
DURANGO-PU-R4,Norte,Norte,Durango,Durango PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Durango PU,PU
LINARES-C-R2,Norte,Norte,Linares,Linares La Casita C-M,La Casita,La Casita,Présico,México,México,Linares La Casita,C
LINARES-C-R3,Norte,Norte,Linares,Linares La Casita C-M,La Casita,La Casita,Présico,México,México,Linares La Casita,C
LINARES-C-R4,Norte,Norte,Linares,Linares La Casita C-M,La Casita,La Casita,Présico,México,México,Linares La Casita,C
LINARES-M-R1,Norte,Norte,Linares,Linares La Casita C-M,La Casita,La Moderna,Présico,México,México,Linares La Casita,M
LINARES-P-R2,Norte,Norte,Linares,Linares Presico,Presico,Presico MX,Présico,México,México,Linares Presico,P
LINARES-P-R3,Norte,Norte,Linares,Linares Presico,Presico,Presico MX,Présico,México,México,Linares Presico,P
LINARES-P-R4,Norte,Norte,Linares,Linares Presico,Presico,Presico MX,Présico,México,México,Linares Presico,P
ALLENDE-M-R1,Norte,Norte,Saltillo,Allende La Moderna M-P,La Moderna,La Moderna,Présico,México,México,Allende La Moderna,M
ALLENDE-M-R2,Norte,Norte,Saltillo,Allende La Moderna M-P,La Moderna,La Moderna,Présico,México,México,Allende La Moderna,M
ALLENDE-P-R1,Norte,Norte,Saltillo,Allende La Moderna M-P,La Moderna,Presico MX,Présico,México,México,Allende La Moderna,P
MONCLOVA-C-R1,Norte,Norte,Saltillo,Monclova La Casita C-M,La Casita,La Casita,Présico,México,México,Monclova La Casita,C
MONCLOVA-C-R2,Norte,Norte,Saltillo,Monclova La Casita C-M,La Casita,La Casita,Présico,México,México,Monclova La Casita,C
MONCLOVA-M-R1,Norte,Norte,Saltillo,Monclova La Casita C-M,La Casita,La Moderna,Présico,México,México,Monclova La Casita,M
MONCLOVA-M-R2,Norte,Norte,Saltillo,Monclova La Casita C-M,La Casita,La Moderna,Présico,México,México,Monclova La Casita,M
MONCLOVA-P-R1,Norte,Norte,Saltillo,Monclova Presico,Presico,Presico MX,Présico,México,México,Monclova Presico,P
MONCLOVA-P-R2,Norte,Norte,Saltillo,Monclova Presico,Presico,Presico MX,Présico,México,México,Monclova Presico,P
MONCLOVA-P-R3,Norte,Norte,Saltillo,Monclova Presico,Presico,Presico MX,Présico,México,México,Monclova Presico,P
SALTILLO-C-R1,Norte,Norte,Saltillo,Saltillo La Casita C-PU,La Casita,La Casita,Présico,México,México,Saltillo La Casita,C
SALTILLO-C-R2,Norte,Norte,Saltillo,Saltillo La Casita C-PU,La Casita,La Casita,Présico,México,México,Saltillo La Casita,C
SALTILLO-PU-R1,Norte,Norte,Saltillo,Saltillo La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Saltillo La Casita,PU
SALTILLO-PU-R2,Norte,Norte,Saltillo,Saltillo La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Saltillo La Casita,PU
SALTILLO-M-R2,Norte,Norte,Saltillo,Saltillo Presico M-P,Presico,La Moderna,Présico,México,México,Saltillo Presico,M
SALTILLO-P-R1,Norte,Norte,Saltillo,Saltillo Presico M-P,Presico,Presico MX,Présico,México,México,Saltillo Presico,P
SALTILLO-P-R2,Norte,Norte,Saltillo,Saltillo Presico M-P,Presico,Presico MX,Présico,México,México,Saltillo Presico,P
SALTILLO-P-R3,Norte,Norte,Saltillo,Saltillo Presico M-P,Presico,Presico MX,Présico,México,México,Saltillo Presico,P
TORREON-C-R1,Norte,Norte,Torreon,Torreon La Moderna C-M,La Moderna,La Casita,Présico,México,México,Torreon La Moderna,C
TORREON-M-R1,Norte,Norte,Torreon,Torreon La Moderna C-M,La Moderna,La Moderna,Présico,México,México,Torreon La Moderna,M
TORREON-M-R3,Norte,Norte,Torreon,Torreon La Moderna C-M,La Moderna,La Moderna,Présico,México,México,Torreon La Moderna,M
